Lj	Data	Item	Quantidade	Estoque	Fator	Peso	Estoque Loja	MDV	Norma	Lastro
9	06/04/2026	663298	1	5251	65	5	175	13,486	52	13
9	06/04/2026	664424	1	79	15	4	27	0,371	80	8
9	06/04/2026	669092	1	1077	6	0	56	2,571	42	6
9	06/04/2026	674638	1	3348	108	9	54	13,229	90	15
9	06/04/2026	675512	2	7080	30	9	275	9,857	120	15
9	06/04/2026	675529	2	4200	30	9	1	9,286	120	15
9	06/04/2026	675536	1	4200	30	4	267	8,229	120	15
9	06/04/2026	687867	2	1367	12	26	31	2,4	85	17
9	06/04/2026	688307	2	334	6	16	81	0,714	100	20
9	06/04/2026	689076	1	180	12	3	26	0,4	50	10
9	06/04/2026	689106	1	192	12	3	12	0,057	50	10
9	06/04/2026	689304	1	408	24	4	27	1,2	360	20
9	06/04/2026	693103	1	516	12	13	26	1,457	45	9
9	06/04/2026	694025	3	2223	9	46	68	3,171	48	8
9	06/04/2026	695244	2	322	6	17	11	0,143	112	28
9	06/04/2026	695251	1	607	6	8	-1	0,8	112	28
9	06/04/2026	697385	2	104	12	24	34	1,057	85	17
9	06/04/2026	699365	2	769	12	23	79	4,086	70	10
9	06/04/2026	704861	1	777	27	4	145	4,686	170	17
9	06/04/2026	708289	1	279	9	15	15	0,457	48	6
9	06/04/2026	719193	2	624	6	24	24	1	100	20
9	06/04/2026	730761	1	336	28	5	168	3,914	56	7
9	06/04/2026	734493	2	444	12	37	11	1,029	56	14
9	06/04/2026	738095	1	1608	108	9	237	12,514	90	15
9	06/04/2026	741224	1	182	20	10	17	0,657	88	11
9	06/04/2026	741231	2	820	20	20	25	1,171	100	10
9	06/04/2026	741392	1	158	20	21	38	1,114	42	7
9	06/04/2026	742290	1	598	30	4	56	0,943	160	20
9	06/04/2026	750912	1	509	20	10	81	3,886	96	16
9	06/04/2026	755795	1	107	12	14	8	0,457	48	12
9	06/04/2026	760225	1	642	20	2	65	3,143	40	8
9	06/04/2026	760256	1	580	20	2	58	1,571	40	8
9	06/04/2026	761116	4	128	2	43	19	1,657	72	18
9	06/04/2026	763271	7	577	6	9	27	0,8	3481	59
9	06/04/2026	764445	2	348	6	12	24	0,971	170	34
9	06/04/2026	766951	1	936	24	11	146	3,714	78	13
9	06/04/2026	768016	1	132	12	13	46	0,971	60	12
9	06/04/2026	768467	1	408	12	13	18	1,343	60	12
9	06/04/2026	768504	1	1583	24	0	61	2,943	78	13
9	06/04/2026	776660	2	3466	72	14	358	10,314	114	19
9	06/04/2026	776691	1	1582	72	7	20	8,114	162	18
9	06/04/2026	780292	4	2085	24	10	131	2,057	60	10
9	06/04/2026	783798	2	430	18	9	10	3,029	252	28
9	06/04/2026	785808	1	1512	24	9	56	3,371	77	11
9	06/04/2026	789271	1	768	24	9	101	3,857	80	10
9	06/04/2026	795937	1	301	12	13	3	1,171	56	7
9	06/04/2026	801560	1	672	12	6	10	0,4	105	15
9	06/04/2026	804141	1	1680	48	0	37	1,371	45	5
9	06/04/2026	815406	1	636	12	6	39	3,114	110	22
9	06/04/2026	822046	1	143	4	5	7	0,171	24	8
9	06/04/2026	824576	1	468	36	3	61	2,4	250	10
9	06/04/2026	833783	1	576	12	6	15	0,8	150	15
9	06/04/2026	844963	1	3887	108	9	72	8,857	90	15
9	06/04/2026	844970	1	2592	108	9	21	7,057	90	15
9	06/04/2026	850032	1	504	24	4	62	3,686	84	14
9	06/04/2026	864275	1	239	12	10	79	0,629	96	16
9	06/04/2026	868877	3	234	6	12	14	0,8	100	25
9	06/04/2026	869669	1	312	24	5	30	1,714	80	10
9	06/04/2026	872317	2	78	6	5	18	0,4	336	48
9	06/04/2026	879705	1	229	12	10	22	0,943	90	18
9	06/04/2026	880978	2	935	12	24	6	0,429	75	15
9	06/04/2026	885539	1	252	12	2	24	0	112	8
9	06/04/2026	885546	1	444	12	2	6	0,2	112	8
9	06/04/2026	885638	1	276	12	2	5	0,143	120	8
9	06/04/2026	885669	1	133	12	1	14	0	112	8
9	06/04/2026	891196	2	800	40	10	76	1,229	105	15
9	06/04/2026	891219	1	800	40	5	47	2,486	105	15
9	06/04/2026	892643	6	1154	6	37	134	4,571	140	28
9	06/04/2026	893039	1	25	8	17	16	0,029	48	6
9	06/04/2026	893480	2	807	18	11	56	6,429	195	13
9	06/04/2026	893497	1	234	18	5	30	1,457	195	13
9	06/04/2026	896207	1	225	15	6	28	0,514	221	17
9	06/04/2026	896467	1	782	96	0	58	2,914	126	9
9	06/04/2026	896795	1	308	68	6	102	2,686	135	15
9	06/04/2026	899659	1	1247	200	3	96	20,686	88	8
9	06/04/2026	902953	1	728	48	1	97	2,971	114	19
9	06/04/2026	902960	1	336	48	1	37	1	114	19
9	06/04/2026	903165	2	104	4	6	26	0,743	140	5
9	06/04/2026	905039	3	2800	40	10	20	13,486	133	19
9	06/04/2026	905046	3	1840	40	10	101	17,086	133	19
9	06/04/2026	905053	2	2080	40	6	6	7,029	133	19
9	06/04/2026	905060	1	560	40	3	21	9,314	133	19
9	06/04/2026	906203	1	111	8	14	13	0,229	153	9
9	06/04/2026	907736	1	144	24	5	23	0,286	150	15
9	06/04/2026	907767	1	144	12	12	35	0,571	55	11
9	06/04/2026	908726	1	408	24	1	21	0,314	160	40
9	06/04/2026	908733	1	528	24	1	36	1,343	160	40
9	06/04/2026	910712	2	405	15	13	29	1,229	136	17
9	06/04/2026	910774	1	312	8	14	49	1,029	54	6
9	06/04/2026	910811	1	2406	28	10	19	3,714	63	7
9	06/04/2026	910828	1	1367	24	17	74	3,343	48	12
9	06/04/2026	910897	1	312	12	4	16	0,571	108	6
9	06/04/2026	913263	1	94	24	0	25	0,514	168	28
9	06/04/2026	916943	1	173	12	4	59	2,514	220	22
9	06/04/2026	917476	3	648	6	0	43	1,4	72	18
9	06/04/2026	920087	1	11836	200	12	182	9,171	27	9
9	06/04/2026	922067	1	360	12	13	28	1,543	33	11
9	06/04/2026	930154	1	504	24	6	49	1,857	80	16
9	06/04/2026	930178	1	144	12	13	1	0,114	90	15
9	06/04/2026	930475	1	984	24	7	1	0	195	13
9	06/04/2026	934633	1	72	12	1	0	0,114	180	6
9	06/04/2026	940467	1	135	15	13	25	1	117	9
9	06/04/2026	943871	1	1536	48	10	48	2,2	168	8
9	06/04/2026	944977	1	794	50	3	69	5,714	96	12
9	06/04/2026	944984	2	1394	50	6	74	5,4	84	12
9	06/04/2026	945196	1	287	24	10	11	0,371	50	10
9	06/04/2026	951302	1	1950	150	2	204	5,114	180	15
9	06/04/2026	951319	1	300	150	2	176	6,171	180	15
9	06/04/2026	951326	1	3000	150	2	105	10	180	15
9	06/04/2026	952989	1	1200	24	0	81	2,229	288	16
9	06/04/2026	953689	1	784	12	6	31	0,886	45	9
9	06/04/2026	955331	1	180	36	6	34	3,314	78	13
9	06/04/2026	957120	1	768	64	5	41	5,457	70	10
9	06/04/2026	957298	1	84	12	5	18	0,686	100	10
9	06/04/2026	959094	2	708	12	13	21	1,029	32	4
9	06/04/2026	960090	2	108	12	28	20	0,857	60	10
9	06/04/2026	961806	5	578	14	19	221	25,114	40	8
9	06/04/2026	962568	1	1827	24	6	97	3,514	224	16
9	06/04/2026	968829	2	36	6	21	27	0,6	100	10
9	06/04/2026	970631	1	72	12	4	21	1,429	448	28
9	06/04/2026	971478	1	4160	32	10	12	24,657	90	15
9	06/04/2026	973960	1	881	180	3	137	8,229	144	12
9	06/04/2026	973984	1	1620	180	3	61	8,629	144	12
9	06/04/2026	974035	1	1980	180	3	161	13,143	144	12
9	06/04/2026	974042	1	2700	180	3	83	11,657	144	12
9	06/04/2026	974707	1	276	6	8	6	0,6	72	18
9	06/04/2026	975094	5	618	4	31	59	0,514	40	4
9	06/04/2026	981101	1	219	68	6	40	0,829	135	15
9	06/04/2026	981606	1	524	14	9	95	5,686	35	7
9	06/04/2026	986731	2	120	6	8	39	1,2	230	10
9	06/04/2026	988971	2	996	12	6	12	0,943	100	10
9	06/04/2026	994187	1	2628	18	2	21	6,286	70	10
9	06/04/2026	994194	3	4005	18	8	9	14,314	80	10
9	06/04/2026	994842	2	150	6	10	7	0,314	156	13
10	31/03/2026	16925	2	7363	48	9	103	5,257	133	19
10	01/04/2026	14013	1	1248	24	5	73	3,2	189	21
10	01/04/2026	14015	1	714	24	5	79	2,857	189	21
10	01/04/2026	14018	3	3657	24	15	168	3,771	189	21
10	01/04/2026	15444	1	384	12	12	15	0,4	85	17
10	01/04/2026	351300	5	765	12	63	192	8,886	85	17
10	06/04/2026	197755	20	9985	12	48	-40	76,257	308	28
10	06/04/2026	290647	5	3877	6	30	529	13,743	315	45
10	06/04/2026	316545	5	6357	12	31	109	64,086	144	24
10	06/04/2026	544160	20	6813	6	79	31	27,114	280	40
10	06/04/2026	633123	5	5459	8	70	152	8,486	75	15
10	06/04/2026	760560	2	600	6	7	-1	0,114	150	25
10	06/04/2026	832526	1	2040	12	9	0	0,886	0	25
10	06/04/2026	842181	1	420	12	3	27	1,943	280	40
10	06/04/2026	906791	1	203	6	3	0	0,514	112	28
10	06/04/2026	939904	1	251	12	3	26	1,6	280	40
10	06/04/2026	949347	1	1544	15	14	17	2,029	78	13
10	06/04/2026	967211	1	518	40	2	23	1,629	120	20
10	06/04/2026	989770	1	684	12	3	45	1,714	100	10
10	06/04/2026	17141	7	4200	12	25	0	0		
10	06/04/2026	110181	10	24880	27	111	194	54,4	90	15
10	06/04/2026	150941	30	51789	27	170	694	58,514	165	15
10	06/04/2026	168816	10	3753	27	57	309	74,171	165	15
10	06/04/2026	183000	5	2469	12	15	96	7,943	360	36
10	06/04/2026	220200	10	28680	27	59	-39	33,057	165	15
10	06/04/2026	233569	10	15957	27	57	946	95,857	105	15
10	06/04/2026	296434	1	1566	27	5	87	3,286	150	15
10	06/04/2026	329644	1	1253	27	10	113	0	84	14
10	06/04/2026	540346	30	33117	27	149	2338	78,057	180	15
10	06/04/2026	10023	1	2520	180	3	133	13,571	88	8
10	06/04/2026	10033	2	1285	12	12	32	0,943	220	22
10	06/04/2026	10253	1	1692	36	15	50	3,914	60	10
10	06/04/2026	10272	1	103	16	4	17	0,486	80	10
10	06/04/2026	10276	17	4182	8	272	175	31,086	75	15
10	06/04/2026	10663	3	696	6	17	4	2,114	128	32
10	06/04/2026	10879	1	72	12	6	22	0	50	10
10	06/04/2026	10888	1	420	12	12	52	1,457	90	9
10	06/04/2026	11053	2	276	12	2	39	1,686	60	10
10	06/04/2026	11126	1	215	12	2	18	0,457	100	10
10	06/04/2026	11158	1	1201	24	6	24	1,486	100	10
10	06/04/2026	11209	4	576	4	52	74	1,971	64	16
10	06/04/2026	11251	1	360	12	6	22	0,914	250	25
10	06/04/2026	11436	1	62	6	2	6	0,086	140	7
10	06/04/2026	11437	1	204	6	2	7	0,314	160	40
10	06/04/2026	11438	3	228	6	8	10	0,143	140	7
10	06/04/2026	11708	1	181	12	6	6	0,257	220	22
10	06/04/2026	11886	1	384	64	5	7	0,171	135	15
10	06/04/2026	11996	1	162	6	1	5	0,114	540	54
10	06/04/2026	12590	1	557	16	1920	16	2,229	100	10
10	06/04/2026	12667	1	96	12	13	9	0,743	85	17
10	06/04/2026	12703	1	1236	12	3	42	3,486	112	8
10	06/04/2026	12722	1	94	12	3	25	0,514	112	8
10	06/04/2026	12723	1	422	12	3	38	1,029	240	8
10	06/04/2026	12832	1	12	12	13	10	0,2	25	5
10	06/04/2026	12834	1	12	12	13	5	0,143	60	15
10	06/04/2026	12838	1	60	12	13	12	0,371	25	5
10	06/04/2026	13194	1	120	12	0	14	0,771	60	15
10	06/04/2026	13418	1	120	12	12	26	0,543	65	13
10	06/04/2026	13746	1	72	24	0	24	0,486	56	7
10	06/04/2026	13956	1	106	12	12	21	0,8	44	11
10	06/04/2026	13981	1	36	12	7	15	0,257	1125	25
10	06/04/2026	14007	1	886	12	17	93	3,457	44	11
10	06/04/2026	14031	1	240	12	16	11	0,171	75	15
10	06/04/2026	14315	1	24	1	0	0	0	150	10
10	06/04/2026	14529	1	2568	24	0	112	5,714	100	10
10	06/04/2026	14567	1	108	4	13	1	0,143	72	9
10	06/04/2026	14660	4	5926	12	24	134	20	150	25
10	06/04/2026	14661	1	64	4	0	15	0,543	40	10
10	06/04/2026	15049	3	156	12	0	44	1,4	85	17
10	06/04/2026	15151	1	12	6	6	0	0	155	31
10	06/04/2026	15307	1	240	12	2	33	0,857	400	40
10	06/04/2026	15309	1	420	12	2	16	0,971	400	40
10	06/04/2026	15327	2	73	6	7	15	0,2	88	22
10	06/04/2026	15465	1	299	16	7	111	4	40	10
10	06/04/2026	16047	2	1428	12	25	39	2,486	85	17
10	06/04/2026	16138	2	846	9	42	98	1,971	32	4
10	06/04/2026	16898	1	300	12	0	0	0,686	85	17
10	06/04/2026	16900	1	1200	24	6	66	0,829	144	16
10	06/04/2026	16903	1	2400	24	6	32	1,829	144	16
10	06/04/2026	16904	1	1632	24	6	55	2,486	144	16
10	06/04/2026	16939	1	216	24	7	24	0,771	44	11
10	06/04/2026	19125	1	1968	48	3	45	6,543	70	10
10	06/04/2026	19552	1	2448	72	7	126	11,914	78	13
10	06/04/2026	23061	2	8382	25	20	15	28,229	70	7
10	06/04/2026	23672	1	75	24	13	116	4,229	54	9
10	06/04/2026	25096	1	174	20	5	65	3,171	96	16
10	06/04/2026	25331	1	4848	24	13	222	7,286	36	9
10	06/04/2026	26000	1	528	12	6	36	1,057	100	20
10	06/04/2026	30311	1	808	54	7	62	15,314	126	18
10	06/04/2026	31189	2	1377	12	13	32	3,429	165	15
10	06/04/2026	32254	2	2065	24	21	85	3,629	90	15
10	06/04/2026	32728	2	984	24	19	45	2,286	105	15
10	06/04/2026	33008	1	84	12	13	14	0,943	40	10
10	06/04/2026	33619	1	240	48	4	70	1,4	160	20
10	06/04/2026	33657	1	408	12	13	29	1	80	10
10	06/04/2026	42505	1	167	6	6	66	1,429	170	34
10	06/04/2026	45094	1	117	20	10	43	1,143	28	7
10	06/04/2026	46015	1	450	15	15	56	1	72	8
10	06/04/2026	50012	1	377	20	10	81	3,2	99	11
10	06/04/2026	50081	1	447	10	5	17	1,714	72	9
10	06/04/2026	50401	1	1232	20	20	-4	5,086	35	5
10	06/04/2026	50579	1	1188	36	4	71	3,429	100	10
10	06/04/2026	58964	3	69	12	31	56	4,514	90	18
10	06/04/2026	64934	1	2905	36	9	133	12,857	21	7
10	06/04/2026	66082	3	7033	24	11	219	24,429	144	12
10	06/04/2026	66181	1	61	12	6	0	0,514	120	24
10	06/04/2026	69199	3	2728	27	18	675	65,057	165	11
10	06/04/2026	69854	11	403	2	110	56	3,2	112	28
10	06/04/2026	83454	2	941	6	25	69	3,514	60	15
10	06/04/2026	87773	1	4041	16	7	38	8,114	135	15
10	06/04/2026	89524	1	264	12	12	23	0,743	40	10
10	06/04/2026	100380	1	1405	16	4	28	2,343	32	8
10	06/04/2026	103268	2	1095	15	13	11	1,714	75	15
10	06/04/2026	103299	1	371	12	11	15	0,286	84	14
10	06/04/2026	103343	1	120	12	12	15	0,429	75	15
10	06/04/2026	108416	7	247	6	42	365	27,514	40	10
10	06/04/2026	110884	1	853	12	5	18	1,143	220	22
10	06/04/2026	115827	2	393	8	37	55	4,2	50	10
10	06/04/2026	117661	1	420	10	2	1	0,257	104	13
10	06/04/2026	117715	1	68	17	1	6	1,914	135	15
10	06/04/2026	118484	5	280	4	33	39	1,314	40	4
10	06/04/2026	118514	2	3050	6	26	60	4,286	80	20
10	06/04/2026	125413	2	659	6	12	40	0,743	140	28
10	06/04/2026	132947	1	3600	180	3	188	10,657	88	8
10	06/04/2026	135030	4	2440	6	25	180	4,057	30	3
10	06/04/2026	141185	1	1050	6	13	71	2,114	80	20
10	06/04/2026	141246	3	1302	6	38	60	2,829	80	20
10	06/04/2026	142366	2	1621	27	11	270	17,629	165	15
10	06/04/2026	143257	3	646	6	38	36	1,771	100	5
10	06/04/2026	153744	1	168	24	7	23	0,457	133	19
10	06/04/2026	153874	5	9813	20	52	531	12,857	30	6
10	06/04/2026	154116	1	7632	48	8	-14	26,971	56	14
10	06/04/2026	155359	1	210	6	12	53	0,686	60	15
10	06/04/2026	155458	1	720	144	3	35	0,686	90	5
10	06/04/2026	155465	1	90	30	3	43	0,971	315	15
10	06/04/2026	155700	1	2160	40	4	124	3,4	40	10
10	06/04/2026	155724	1	5637	40	4	204	6,686	40	10
10	06/04/2026	160148	1	500	20	15	52	3,971	60	12
10	06/04/2026	163859	1	193	20	5	37	2,257	100	10
10	06/04/2026	164177	1	36	12	5	58	1,029	90	18
10	06/04/2026	165303	1	203	12	13	31	0,971	80	8
10	06/04/2026	165310	1	371	12	7	9	0,743	72	12
10	06/04/2026	166232	1	479	12	20	110	6,171	40	10
10	06/04/2026	169677	2	1417	24	1	161	3,543	864	108
10	06/04/2026	171694	1	2232	24	5	53	1,8	207	23
10	06/04/2026	172707	1	5250	25	10	52	5,286	70	7
10	06/04/2026	172837	1	12	12	12	8	0,171	33	11
10	06/04/2026	175814	1	220	17	2	0	0,571	35	7
10	06/04/2026	175906	1	302	25	2	35	1,143	35	7
10	06/04/2026	175920	1	474	25	2	23	2,914	35	5
10	06/04/2026	177917	1	517	12	22	41	1,314	56	14
10	06/04/2026	179836	1	89	24	2	56	2,714	117	13
10	06/04/2026	180832	1	335	48	4	0	0	162	9
10	06/04/2026	180979	1	287	12	6	12	0,257	150	15
10	06/04/2026	181082	1	162	15	12	46	1,257	56	7
10	06/04/2026	188005	1	389	12	15	16	0,486	60	15
10	06/04/2026	188517	1	413	6	6	72	2,829	651	31
10	06/04/2026	189569	1	229	22	3	37	1,486	198	11
10	06/04/2026	193016	1	204	12	12	20	0,486	70	10
10	06/04/2026	194242	1	11540	32	10	8	19,8	90	6
10	06/04/2026	195416	1	11711	48	4	72	32,086	152	19
10	06/04/2026	196994	2	471	8	25	27	1,943	50	10
10	06/04/2026	200776	1	2304	48	1	60	6,857	288	18
10	06/04/2026	208437	1	80	2	10	25	0,943	80	20
10	06/04/2026	208505	1	252	12	6	12	0,6	100	10
10	06/04/2026	215701	1	364	48	7	48	1,971	117	13
10	06/04/2026	220569	5	936	12	15	199	7,457	50	5
10	06/04/2026	221337	1	121	24	13	59	3,229	54	9
10	06/04/2026	224581	1	120	12	6	6	0,543	90	15
10	06/04/2026	229081	1	575	12	6	18	0,343	120	20
10	06/04/2026	229951	1	71	24	5	17	0,257	140	20
10	06/04/2026	235334	1	2734	48	7	57	19,714	110	10
10	06/04/2026	235792	1	850	25	10	0	1,8	40	5
10	06/04/2026	237147	1	1585	24	5	284	8,971	189	21
10	06/04/2026	241656	1	192	24	13	84	1,514	84	12
10	06/04/2026	243414	1	2351	48	6	213	3,714	45	9
10	06/04/2026	247375	1	84	12	12	31	1,314	100	10
10	06/04/2026	247603	1	192	12	6	25	1,114	100	10
10	06/04/2026	248778	1	2700	50	5	62	6,914	48	6
10	06/04/2026	248839	2	1224	12	26	58	1,229	85	17
10	06/04/2026	251983	1	216	24	8	45	0,943	190	10
10	06/04/2026	253444	1	120	6	12	6	0,257	60	15
10	06/04/2026	253505	1	174	6	12	15	0,486	60	15
10	06/04/2026	258173	1	82	12	9	6	0,543	90	15
10	06/04/2026	285032	2	681	12	13	97	6,057	50	10
10	06/04/2026	289269	1	447	50	0	37	3,143	112	14
10	06/04/2026	294898	1	1199	30	4	161	9,286	98	14
10	06/04/2026	305150	1	239	62	2	95	4,857	56	8
10	06/04/2026	318921	2	201	20	4	347	13	120	15
10	06/04/2026	336246	2	1020	12	37	86	1,686	55	11
10	06/04/2026	337236	1	352	20	10	30	1,943	36	6
10	06/04/2026	342698	2	2539	12	26	40	7,571	60	12
10	06/04/2026	347662	1	720	24	5	108	2,8	207	23
10	06/04/2026	347730	1	120	24	5	23	0,971	207	23
10	06/04/2026	363631	1	726	6	6	45	1,571	105	15
10	06/04/2026	366458	1	718	24	0	48	0,429	207	23
10	06/04/2026	373524	1	248	50	4	68	2,971	84	7
10	06/04/2026	393775	1	853	24	13	93	3,4	54	9
10	06/04/2026	398084	3	476	4	39	72	1,143	52	13
10	06/04/2026	439152	1	2727	12	5	59	4,686	140	28
10	06/04/2026	440493	1	1092	12	1	92	4,771	297	33
10	06/04/2026	440509	1	348	12	1	26	2,8	297	33
10	06/04/2026	452014	2	1344	6	13	62	1,971	170	34
10	06/04/2026	452199	1	155	6	6	11	0,6	170	34
10	06/04/2026	456920	1	287	62	3	182	6,229	35	7
10	06/04/2026	474221	2	2792	12	25	48	17,114	96	16
10	06/04/2026	485203	1	1096	50	5	66	4,143	80	8
10	06/04/2026	487672	1	192	16	8	11	0,286	28	7
10	06/04/2026	499118	4	154	1	4	21	0,171	144	12
10	06/04/2026	523448	1	610	48	5	97	7,314	72	12
10	06/04/2026	535847	3	604	4	39	67	2,657	70	14
10	06/04/2026	540346	7	33117	27	34	2338	78,057	180	15
10	06/04/2026	544559	2	360	6	7	12	0,686	240	30
10	06/04/2026	554411	1	625	25	9	30	1,314	63	9
10	06/04/2026	568876	1	493	12	9	41	1,2	75	15
10	06/04/2026	570596	1	550	25	8	35	1,286	63	9
10	06/04/2026	582964	2	553	6	4	55	3,229	572	44
10	06/04/2026	584890	1	2592	24	4	139	5,143	20	2
10	06/04/2026	592352	1	444	50	8	407	9,371	80	16
10	06/04/2026	596862	1	550	24	4	37	2,886	75	15
10	06/04/2026	614429	1	1540	70	9	71	5,514	90	15
10	06/04/2026	621649	1	4739	42	3	19	5,857	135	15
10	06/04/2026	622950	2	2469	12	25	33	9,829	66	11
10	06/04/2026	624367	1	300	12	7	38	1	120	20
10	06/04/2026	625500	1	192	32	13	39	0,743	104	13
10	06/04/2026	629683	5	240	6	38	157	4,771	20	2
10	06/04/2026	629775	1	204	12	5	6	0,086	120	20
10	06/04/2026	634502	4	596	6	48	20	2,229	75	15
10	06/04/2026	635523	3	709	12	18	23	3,486	120	20
10	06/04/2026	637619	1	3780	24	6	63	4,257	144	16
10	06/04/2026	641425	1	1050	150	3	75	8,771	150	15
10	06/04/2026	646147	1	156	12	14	31	0,6	112	14
10	06/04/2026	653732	4	600	6	15	95	4,543	220	20
10	06/04/2026	655019	1	407	12	19	7	1,6	55	11
10	06/04/2026	659697	5	2251	25	20	427	16,429	18	6
10	06/04/2026	673365	2	1709	12	3	53	7,029	392	28
10	06/04/2026	675536	1	4200	30	4	267	8,229	120	15
10	06/04/2026	680592	2	2380	20	14	134	9,8	40	10
10	06/04/2026	689304	1	408	24	4	27	1,2	360	20
10	06/04/2026	689427	2	1808	16	14	62	3,457	120	15
10	06/04/2026	703178	1	300	20	10	54	2,486	48	12
10	06/04/2026	704427	4	383	6	12	18	1,543	900	30
10	06/04/2026	704861	1	777	27	4	145	4,686	170	17
10	06/04/2026	704878	1	1536	10	10	30	28,743	70	10
10	06/04/2026	741392	1	158	20	21	38	1,114	42	7
10	06/04/2026	745581	1	696	24	7	191	0,571	100	20
10	06/04/2026	750158	1	955	10	10	656	10	100	10
10	06/04/2026	750677	2	3617	24	13	396	3,543	144	16
10	06/04/2026	750929	1	1372	20	40	61	7,057	96	16
10	06/04/2026	755498	2	1551	6	28	83	7	80	16
10	06/04/2026	760225	1	642	20	2	65	3,143	40	8
10	06/04/2026	760553	1	330	6	3	0	0,514	125	25
10	06/04/2026	760584	1	624	12	11	42	2,286	70	10
10	06/04/2026	763271	2	577	6	2	27	0,8	3481	59
10	06/04/2026	774130	1	940	20	10	16	2,371	100	10
10	06/04/2026	776691	1	1582	72	7	20	8,114	162	18
10	06/04/2026	780094	4	3979	9	80	775	54,457	40	5
10	06/04/2026	786720	1	18	6	6	7	0,286	160	32
10	06/04/2026	796811	1	3360	24	8	103	10,457	112	16
10	06/04/2026	798426	1	1440	24	9	23	1,4	104	13
10	06/04/2026	805421	1	282	18	5	78	2	40	10
10	06/04/2026	810012	1	18	12	1	1	0	100	10
10	06/04/2026	822084	1	116	4	4	5	0,086	30	6
10	06/04/2026	842150	1	132	12	3	0	1,029	75	15
10	06/04/2026	856294	1	403	27	3	27	5,543	49	7
10	06/04/2026	879705	1	229	12	10	22	0,943	90	18
10	06/04/2026	882583	1	65	5	0	7	0,114	100	10
10	06/04/2026	885546	1	444	12	2	6	0,2	112	8
10	06/04/2026	896207	1	225	15	6	28	0,514	221	17
10	06/04/2026	897396	1	42	12	6	24	0	72	18
10	06/04/2026	899642	1	2023	200	3	175	20,743	88	8
10	06/04/2026	903165	1	104	4	3	26	0,743	140	5
10	06/04/2026	905046	1	1840	40	3	101	17,086	133	19
10	06/04/2026	905053	1	2080	40	3	6	7,029	133	19
10	06/04/2026	905060	1	560	40	3	21	9,314	133	19
10	06/04/2026	906432	1	384	12	12	53	0,657	84	6
10	06/04/2026	907736	1	144	24	5	23	0,286	150	15
10	06/04/2026	910712	1	405	15	6	29	1,229	136	17
10	06/04/2026	910743	1	1750	24	17	39	3,143	48	12
10	06/04/2026	910897	1	312	12	4	16	0,571	108	6
10	06/04/2026	925099	1	48	12	3	2	0,286	176	22
10	06/04/2026	930468	1	695	24	10	35	1,543	345	15
10	06/04/2026	930475	1	984	24	7	1	0	195	13
10	06/04/2026	944984	1	1394	50	3	74	5,4	84	12
10	06/04/2026	949392	2	9648	15	28	175	5,771	78	13
10	06/04/2026	951333	1	2700	150	2	125	4,971	180	15
10	06/04/2026	957298	1	84	12	5	18	0,686	100	10
10	06/04/2026	960090	1	108	12	14	20	0,857	60	10
10	06/04/2026	960496	1	512	15	13	13	1,371	117	9
10	06/04/2026	962568	1	1827	24	6	97	3,514	224	16
10	06/04/2026	970631	1	72	12	4	21	1,429	448	28
10	06/04/2026	973977	1	1874	150	3	294	17,686	144	12
10	06/04/2026	974844	6	7920	24	47	608	62,257	135	15
10	06/04/2026	985277	1	297	9	7	9	0,486	63	9
10	06/04/2026	988490	1	2578	64	5	77	13,057	135	15
10	06/04/2026	988971	1	996	12	3	12	0,943	100	10
10	06/04/2026	994859	1	48	12	10	12	0	360	15
10	06/04/2026	995504	1	36	6	1	0	0	130	10
10	06/04/2026	998307	2	189	27	8	86	2,743	162	18
11	31/03/2026	16925	2	7363	48	9	103	5,257	133	19
11	02/04/2026	377775	1	768	24	15	29	0,657	50	10
11	06/04/2026	32506	1	491	12	9	42	2	85	17
11	06/04/2026	197755	10	9985	12	24	-40	76,257	308	28
11	06/04/2026	316545	5	6357	12	31	109	64,086	144	24
11	06/04/2026	544160	15	6813	6	59	31	27,114	280	40
11	06/04/2026	618908	10	4877	6	21	72	18,371	590	59
11	06/04/2026	694018	1	820	20	17	51	2,743	48	12
11	06/04/2026	760560	3	600	6	11	-1	0,114	150	25
11	06/04/2026	831628	1	273	4	3	62	1,943	56	14
11	06/04/2026	839532	1	201	20	20	9	0,029	49	7
11	06/04/2026	854092	1	404	8	13	13	0,971	50	10
11	06/04/2026	889599	10	4210	12	60	748	10,2	220	22
11	06/04/2026	906791	1	203	6	3	0	0,514	112	28
11	06/04/2026	907446	1	288	24	1	72	0,4	9801	99
11	06/04/2026	931502	1	2880	36	4	0	1,057	336	21
11	06/04/2026	946513	1	1860	12	5	0	0	220	22
11	06/04/2026	989770	1	684	12	3	45	1,714	100	10
11	06/04/2026	17141	7	4200	12	25	0	0		
11	06/04/2026	110181	15	24880	27	167	194	54,4	90	15
11	06/04/2026	150941	15	51789	27	85	694	58,514	165	15
11	06/04/2026	183000	3	2469	12	9	96	7,943	360	36
11	06/04/2026	233569	20	15957	27	114	946	95,857	105	15
11	06/04/2026	290609	15	66374	27	86	1770,46	98,971	180	15
11	06/04/2026	540346	45	33117	27	224	2338	78,057	180	15
11	06/04/2026	10035	2	427	6	25	45	1,143	80	20
11	06/04/2026	10052	1	600	12	0	82	3,314	72	12
11	06/04/2026	10306	3	513	6	38	87	5,229	100	20
